task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
115	5e/e96ea5	7973055	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_adleri_GCF_002811985)	COMPLETED	0	2025-11-26 11:09:53.925	2m 27s	1m 16s	995.3%	172.9 MB	2.7 GB	183.6 MB	75.8 MB
114	1b/34d131	7973060	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_selangorensis_GCF_004769405)	COMPLETED	0	2025-11-26 11:09:54.330	2m 27s	1m 16s	995.0%	169.7 MB	2.7 GB	172.4 MB	76.7 MB
93	6a/fb017c	7973062	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_kobayashii_GCF_003114835)	COMPLETED	0	2025-11-26 11:09:54.472	2m 26s	1m 5s	980.5%	168.1 MB	2.7 GB	173.9 MB	71.4 MB
75	40/7a68bd	7973061	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_mayottensis_GCF_000306675)	COMPLETED	0	2025-11-26 11:09:54.402	2m 27s	1m 9s	994.2%	193.6 MB	2.7 GB	172.6 MB	71.5 MB
109	d1/746cfc	7973063	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_chreensis_GCF_016919165)	COMPLETED	0	2025-11-26 11:09:54.542	2m 26s	1m 7s	976.8%	172.6 MB	2.7 GB	178.1 MB	72.7 MB
119	36/e03e55	7973065	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_weilii_GCF_006874745)	COMPLETED	0	2025-11-26 11:09:54.687	2m 26s	1m 9s	988.5%	195.8 MB	2.7 GB	175.5 MB	72.7 MB
126	78/bfe477	7973072	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_wolbachii_GCF_000332515)	COMPLETED	0	2025-11-26 11:09:55.183	3m 11s	1m 2s	978.1%	180 MB	2.7 GB	170.4 MB	69.6 MB
125	46/150413	7973070	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_yanagawae_GCF_000332475)	COMPLETED	0	2025-11-26 11:09:55.038	3m 11s	1m 2s	980.2%	171.8 MB	2.7 GB	169.7 MB	69.1 MB
104	69/277041	7973057	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_kirschneri_GCF_000243695)	COMPLETED	0	2025-11-26 11:09:54.105	3m 42s	1m 20s	1023.1%	168.6 MB	2.8 GB	176.5 MB	73.2 MB
129	b5/f97256	7973074	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_noumeaensis_GCF_004770765)	COMPLETED	0	2025-11-26 11:09:55.345	3m 41s	1m 4s	978.9%	172.9 MB	2.7 GB	170.8 MB	69.7 MB
128	78/731bb6	7973075	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_stimsonii_GCF_003545885)	COMPLETED	0	2025-11-26 11:09:55.421	3m 40s	1m 16s	1002.1%	176.1 MB	2.7 GB	185.1 MB	76.9 MB
124	1d/a8c58f	7973071	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_koniambonensis_GCF_004769555)	COMPLETED	0	2025-11-26 11:09:55.116	3m 41s	1m 18s	1009.5%	172.8 MB	2.7 GB	175.1 MB	77.5 MB
127	22/0b2b9e	7973073	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_alexanderi_GCF_000243815)	COMPLETED	0	2025-11-26 11:09:55.255	3m 41s	1m 9s	999.4%	170.6 MB	2.8 GB	172.4 MB	71.2 MB
120	3b/8f5ed6	7973068	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_hartskeerlii_GCF_002811475)	COMPLETED	0	2025-11-26 11:09:54.894	3m 41s	1m 12s	1006.5%	167.9 MB	2.7 GB	169.6 MB	74.8 MB
122	d0/1dfc62	7973067	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_venezuelensis_GCF_002150035)	COMPLETED	0	2025-11-26 11:09:54.823	3m 41s	1m 17s	993.9%	169.8 MB	2.7 GB	174.5 MB	77.3 MB
123	4c/d12700	7973069	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_langatensis_GCF_004770615)	COMPLETED	0	2025-11-26 11:09:54.967	3m 41s	1m 4s	974.1%	175.7 MB	2.8 GB	170.5 MB	74 MB
81	ec/76e990	7973064	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_johnsonii_GCF_003112675)	COMPLETED	0	2025-11-26 11:09:54.616	3m 41s	1m 12s	995.5%	177.2 MB	2.8 GB	170 MB	75.1 MB
121	6a/44bb57	7973066	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_andrefontaineae_GCF_004770105)	COMPLETED	0	2025-11-26 11:09:54.757	3m 41s	1m 17s	998.7%	170.2 MB	2.8 GB	174.1 MB	76.9 MB
130	8f/11e544	7973079	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_fletcheri_GCF_004769195)	COMPLETED	0	2025-11-26 11:09:55.701	3m 40s	56s	961.1%	171.9 MB	2.8 GB	163.5 MB	69.1 MB
132	02/0d24fd	7973077	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_perdikensis_GCF_004769575)	COMPLETED	0	2025-11-26 11:09:55.563	3m 40s	1m 1s	981.4%	167.7 MB	2.7 GB	168.8 MB	68.8 MB
134	d6/4ab2bb	7973076	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_inadai_GCF_000243675)	COMPLETED	0	2025-11-26 11:09:55.491	3m 40s	1m 3s	963.9%	169.8 MB	2.7 GB	177.7 MB	75.4 MB
133	77/43007f	7973080	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_wolffii_GCF_000306115)	COMPLETED	0	2025-11-26 11:09:55.775	3m 40s	1m 6s	975.8%	178.9 MB	2.7 GB	176.7 MB	76.3 MB
131	c7/b63a13	7973078	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_barantonii_GCF_002811925)	COMPLETED	0	2025-11-26 11:09:55.634	3m 40s	1m 9s	984.3%	170.3 MB	2.7 GB	176.5 MB	73.3 MB
136	37/b62e9a	7973082	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_broomii_GCF_000243715)	COMPLETED	0	2025-11-26 11:09:55.920	3m 40s	1m 4s	976.9%	177.8 MB	2.8 GB	176.6 MB	75.1 MB
135	ce/403834	7973081	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_montravelensis_GCF_004769455)	COMPLETED	0	2025-11-26 11:09:55.850	3m 40s	1m 3s	974.6%	172.9 MB	2.7 GB	170.4 MB	69.5 MB
137	4d/f936d8	7973083	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_levettii_GCF_002812085)	COMPLETED	0	2025-11-26 11:09:55.995	3m 40s	1m	984.0%	172.6 MB	2.7 GB	166.7 MB	67.8 MB
140	da/b1ec28	7973086	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_borgpetersenii_GCF_003046425)	COMPLETED	0	2025-11-26 11:09:56.140	3m 40s	1m 5s	993.2%	167.7 MB	2.7 GB	165 MB	68.1 MB
141	b3/c64727	7973087	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_kemamanensis_GCF_004769665)	COMPLETED	0	2025-11-26 11:09:56.221	3m 40s	58.6s	980.1%	171.2 MB	2.7 GB	163.9 MB	66.6 MB
143	23/212ccd	7973090	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_bandrabouensis_GCF_004770905)	COMPLETED	0	2025-11-26 11:09:56.434	3m 40s	1m 2s	983.7%	176.3 MB	2.7 GB	169.4 MB	69.1 MB
148	50/83fe4f	7973095	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_saintgironsiae_GCF_002811765)	COMPLETED	0	2025-11-26 11:09:56.732	4m 24s	1m 7s	994.9%	197.2 MB	2.7 GB	170.5 MB	70.6 MB
149	34/16c7de	7973096	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_mgodei_GCF_040833985)	COMPLETED	0	2025-11-26 11:09:56.805	4m 24s	1m 4s	984.1%	192.7 MB	2.7 GB	169.7 MB	69.4 MB
152	84/e56ff3	7973100	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_johnsonii_GCF_003112675)	COMPLETED	0	2025-11-26 11:09:57.066	4m 24s	1m 4s	986.8%	195.5 MB	2.7 GB	170.4 MB	70.6 MB
150	b5/7917f7	7973098	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_abararensis_GCF_016918735)	COMPLETED	0	2025-11-26 11:09:56.937	4m 24s	1m 7s	990.9%	189.7 MB	2.7 GB	172.3 MB	70.4 MB
147	b5/413a78	7973097	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_bourretii_GCF_004769285)	COMPLETED	0	2025-11-26 11:09:56.874	4m 54s	1m 10s	999.6%	193.9 MB	2.7 GB	173.7 MB	71 MB
142	6b/07b58f	7973089	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_alstonii_GCF_000347175)	COMPLETED	0	2025-11-26 11:09:56.366	4m 54s	1m 10s	993.3%	172.7 MB	2.7 GB	176.1 MB	72.6 MB
145	c4/93df14	7973091	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_ilyithenensis_GCF_004771005)	COMPLETED	0	2025-11-26 11:09:56.506	4m 54s	1m 5s	984.3%	167.5 MB	2.8 GB	172.6 MB	70.4 MB
139	74/ce079d	7973088	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_noguchii_GCF_000306255)	COMPLETED	0	2025-11-26 11:09:56.293	4m 55s	1m 25s	1023.2%	169.2 MB	2.8 GB	182.5 MB	75.6 MB
153	e4/5d75f4	7973103	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_ellisii_GCF_002811955)	COMPLETED	0	2025-11-26 11:09:57.185	4m 54s	1m 6s	983.5%	195.9 MB	2.7 GB	170.9 MB	71.2 MB
138	6b/39a51a	7973084	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_interrogans_GCF_000343165)	COMPLETED	0	2025-11-26 11:09:56.066	4m 55s	1m 24s	1026.2%	162.3 MB	2.7 GB	178.3 MB	73.9 MB
151	75/5af93c	7973099	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_gorisiae_GCF_040833975)	COMPLETED	0	2025-11-26 11:09:57.006	4m 54s	1m 26s	1033.8%	183.2 MB	2.7 GB	179.1 MB	76.7 MB
146	49/036db6	7973094	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_kanakyensis_GCF_004769235)	COMPLETED	0	2025-11-26 11:09:56.651	4m 54s	1m 3s	979.4%	167.9 MB	2.8 GB	171.5 MB	70 MB
155	f2/fb9d64	7973101	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_vanthielii_GCF_000332455)	COMPLETED	0	2025-11-26 11:09:57.126	4m 54s	1m 7s	996.4%	192.1 MB	2.7 GB	173.1 MB	70.5 MB
144	6c/87512d	7973092	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_ainazelensis_GCF_016918785)	COMPLETED	0	2025-11-26 11:09:56.578	4m 54s	1m 18s	998.7%	172.2 MB	2.7 GB	185.4 MB	77 MB
154	e6/396cee	7973104	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_terpstrae_GCF_000332495)	COMPLETED	0	2025-11-26 11:09:57.245	4m 54s	1m 7s	990.8%	194.6 MB	2.7 GB	170.7 MB	69.8 MB
158	4d/70a0c4	7973106	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_ognonensis_GCF_004770745)	COMPLETED	0	2025-11-26 11:09:57.363	4m 54s	59.6s	981.5%	186.5 MB	2.7 GB	168.4 MB	68.7 MB
159	57/4090da	7973107	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_sarikeiensis_GCF_004769615)	COMPLETED	0	2025-11-26 11:09:57.421	4m 54s	1m 11s	1000.5%	196.3 MB	2.7 GB	176.1 MB	72.9 MB
157	47/154265	7973108	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_gomenensis_GCF_004770155)	COMPLETED	0	2025-11-26 11:09:57.480	4m 53s	1m 12s	1007.4%	194.3 MB	2.7 GB	174 MB	74 MB
160	96/0ce219	7973109	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_ellinghausenii_GCF_003114815)	COMPLETED	0	2025-11-26 11:09:57.538	4m 53s	1m 8s	990.7%	195.2 MB	2.7 GB	172.9 MB	70.6 MB
161	8b/f396e7	7973110	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_brenneri_GCF_002812125)	COMPLETED	0	2025-11-26 11:09:57.596	4m 53s	1m 8s	987.7%	188.7 MB	2.8 GB	171.2 MB	69.9 MB
163	a3/c2ab39	7973111	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_congkakensis_GCF_004770265)	COMPLETED	0	2025-11-26 11:09:57.657	4m 53s	1m 7s	993.3%	189.9 MB	2.7 GB	169 MB	69.1 MB
165	fb/e3a428	7973113	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_milleri_GCF_040833955)	COMPLETED	0	2025-11-26 11:09:57.775	4m 53s	1m 2s	982.8%	193 MB	2.7 GB	166.3 MB	67.9 MB
164	ab/68c049	7973112	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_kobayashii_GCF_003114835)	COMPLETED	0	2025-11-26 11:09:57.716	4m 53s	1m 11s	1004.8%	188.9 MB	2.7 GB	174.2 MB	71.6 MB
162	62/9e1001	7973114	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_perolatii_GCF_002811875)	COMPLETED	0	2025-11-26 11:09:57.834	4m 53s	1m 1s	980.7%	196.9 MB	2.7 GB	168.4 MB	69.6 MB
167	37/04b569	7973115	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_meyeri_GCF_004368965)	COMPLETED	0	2025-11-26 11:09:57.894	4m 53s	1m 10s	999.7%	189.7 MB	2.7 GB	174.3 MB	71.2 MB
169	04/a57fd5	7973116	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_jelokensis_GCF_004769775)	COMPLETED	0	2025-11-26 11:09:57.953	4m 53s	1m 6s	983.9%	192.6 MB	2.7 GB	171.3 MB	70 MB
178	ee/4e7316	7973162	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_harrisiae_GCF_002811945)	COMPLETED	0	2025-11-26 11:11:06.103	4m 30s	1m 6s	991.1%	194.6 MB	2.8 GB	168.1 MB	68.7 MB
174	2c/9a1e70	7973125	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_biflexa_GCF_000017685)	COMPLETED	0	2025-11-26 11:09:58.367	6m 7s	1m 3s	984.9%	192.6 MB	2.7 GB	168 MB	68.4 MB
166	a8/5b344a	7973120	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_ryugenii_GCF_003114855)	COMPLETED	0	2025-11-26 11:09:58.070	6m 8s	1m 4s	906.9%	193.7 MB	2.9 GB	168 MB	68.6 MB
156	47/12cd2a	7973105	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_ainlahdjerensis_GCF_016919175)	COMPLETED	0	2025-11-26 11:09:57.304	6m 9s	1m 31s	1047.0%	185.4 MB	2.7 GB	185.1 MB	79.3 MB
170	01/14b190	7973121	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_yasudae_GCF_003545925)	COMPLETED	0	2025-11-26 11:09:58.129	6m 8s	1m 15s	1014.9%	190.8 MB	2.8 GB	177.7 MB	76.2 MB
172	81/9cc2c5	7973122	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_mtsangambouensis_GCF_004770475)	COMPLETED	0	2025-11-26 11:09:58.187	6m 8s	1m 8s	1000.6%	196.1 MB	2.8 GB	170.8 MB	69.8 MB
173	66/c0b267	7973123	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_licerasiae_GCF_000244755)	COMPLETED	0	2025-11-26 11:09:58.246	6m 8s	1m 7s	986.8%	196.6 MB	2.7 GB	173.4 MB	71.9 MB
168	90/76c8b0	7973118	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_idonii_GCF_004770995)	COMPLETED	0	2025-11-26 11:09:58.011	6m 8s	1m 9s	1004.0%	195.2 MB	2.7 GB	170.3 MB	69.6 MB
171	ed/afcf92	7973124	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_cinconiae_GCF_040833995)	COMPLETED	0	2025-11-26 11:09:58.308	6m 8s	1m 6s	991.9%	190.4 MB	2.8 GB	170.8 MB	70.8 MB
189	0a/1520ca	7973176	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_semungkisensis_GCF_004770055)	COMPLETED	0	2025-11-26 11:11:06.836	4m 59s	58.3s	974.6%	194.9 MB	2.7 GB	168 MB	69.6 MB
191	a5/01125b	7973177	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_hartskeerlii_GCF_002811475)	COMPLETED	0	2025-11-26 11:11:06.893	4m 59s	1m 6s	996.0%	194.7 MB	2.7 GB	170 MB	70.4 MB
193	2e/7803ee	7973178	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_venezuelensis_GCF_002150035)	COMPLETED	0	2025-11-26 11:11:06.949	4m 59s	1m 8s	991.9%	195.8 MB	2.7 GB	174.9 MB	72.7 MB
183	72/c71417	7973169	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_neocaledonica_GCF_002812205)	COMPLETED	0	2025-11-26 11:11:06.487	5m 44s	1m 9s	999.2%	194.7 MB	2.8 GB	173.1 MB	71.7 MB
181	40/857d15	7973167	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_iowaensis_GCF_040833965)	COMPLETED	0	2025-11-26 11:11:06.372	5m 44s	1m 7s	996.1%	185.8 MB	2.8 GB	170.2 MB	69.5 MB
180	05/6ecc3f	7973166	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_chreensis_GCF_016919165)	COMPLETED	0	2025-11-26 11:11:06.312	5m 45s	1m 10s	995.7%	199.7 MB	2.8 GB	178.3 MB	73 MB
175	d4/c0d9d2	7973160	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_kirschneri_GCF_000243695)	COMPLETED	0	2025-11-26 11:11:05.916	5m 45s	1m 42s	1043.8%	183.6 MB	2.8 GB	176.8 MB	76 MB
186	87/36440e	7973171	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_adleri_GCF_002811985)	COMPLETED	0	2025-11-26 11:11:06.601	5m 44s	1m 29s	1034.2%	186.9 MB	2.7 GB	183.8 MB	78.1 MB
179	67/8c17db	7973164	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_tipperaryensis_GCF_001729245)	COMPLETED	0	2025-11-26 11:11:06.193	5m 45s	1m 26s	1038.0%	187.6 MB	2.8 GB	180.6 MB	77.3 MB
177	aa/c6cdb5	7973161	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_kmetyi_GCF_000243735)	COMPLETED	0	2025-11-26 11:11:05.997	5m 45s	1m 20s	1026.1%	185.6 MB	2.7 GB	177.6 MB	76.4 MB
176	b1/b652f8	7973165	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_sanjuanensis_GCF_022267325)	COMPLETED	0	2025-11-26 11:11:06.254	5m 45s	1m 17s	1018.5%	190.9 MB	2.7 GB	179.4 MB	77.5 MB
184	71/f40e6c	7973170	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_bouyouniensis_GCF_004770445)	COMPLETED	0	2025-11-26 11:11:06.545	5m 44s	1m 8s	995.6%	194.4 MB	2.7 GB	171 MB	69.9 MB
182	a9/0c478e	7973168	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_fainei_GCF_000306235)	COMPLETED	0	2025-11-26 11:11:06.431	5m 44s	1m 5s	974.0%	196.7 MB	2.7 GB	174.6 MB	72.5 MB
185	41/294f67	7973173	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_selangorensis_GCF_004769405)	COMPLETED	0	2025-11-26 11:11:06.660	5m 44s	1m 8s	994.0%	193.3 MB	2.7 GB	172.8 MB	71.6 MB
190	16/980973	7973179	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_weilii_GCF_006874745)	COMPLETED	0	2025-11-26 11:11:07.008	5m 44s	1m 28s	1020.3%	183.8 MB	2.7 GB	175.8 MB	76.7 MB
187	d3/18d8ce	7973175	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_dzoumogneensis_GCF_004770895)	COMPLETED	0	2025-11-26 11:11:06.777	5m 44s	1m 7s	993.9%	194.6 MB	2.7 GB	171.3 MB	70.9 MB
188	8a/92de2f	7973174	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_santarosai_GCF_000313175)	COMPLETED	0	2025-11-26 11:11:06.719	5m 44s	1m 22s	1015.1%	182.5 MB	2.7 GB	168.7 MB	72.9 MB
192	6e/89166f	7973213	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_andrefontaineae_GCF_004770105)	COMPLETED	0	2025-11-26 11:12:20.916	4m 30s	1m 9s	993.7%	194.2 MB	2.8 GB	174.5 MB	72.3 MB
197	5e/b33df5	7973216	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_wolbachii_GCF_000332515)	COMPLETED	0	2025-11-26 11:12:21.226	4m 30s	1m 4s	974.1%	193.4 MB	2.7 GB	170.7 MB	69.8 MB
194	e5/f6d602	7973214	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_langatensis_GCF_004770615)	COMPLETED	0	2025-11-26 11:12:20.988	4m 30s	57s	963.9%	194.2 MB	2.7 GB	170.8 MB	70.7 MB
195	5c/67059a	7973215	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_koniambonensis_GCF_004769555)	COMPLETED	0	2025-11-26 11:12:21.115	4m 30s	1m 9s	997.9%	194.5 MB	2.7 GB	175.5 MB	72.8 MB
201	8b/57575e	7973219	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_fletcheri_GCF_004769195)	COMPLETED	0	2025-11-26 11:12:21.462	4m 29s	56s	972.8%	193.7 MB	2.7 GB	163.7 MB	67.7 MB
196	34/6a0221	7973217	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_yanagawae_GCF_000332475)	COMPLETED	0	2025-11-26 11:12:21.326	4m 30s	1m 6s	991.1%	195.2 MB	2.9 GB	170 MB	69.3 MB
200	93/dddb87	7973220	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_noumeaensis_GCF_004770765)	COMPLETED	0	2025-11-26 11:12:21.523	4m 29s	1m 7s	997.5%	189.8 MB	2.7 GB	171.1 MB	69.9 MB
216	40/a14be5	7973235	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_ilyithenensis_GCF_004771005)	COMPLETED	0	2025-11-26 11:12:22.476	4m 58s	1m 10s	1002.7%	191.3 MB	2.7 GB	172.9 MB	70.6 MB
214	96/7833b1	7973233	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_bandrabouensis_GCF_004770905)	COMPLETED	0	2025-11-26 11:12:22.352	4m 59s	1m 7s	994.5%	192.7 MB	2.7 GB	169.7 MB	69.4 MB
203	c7/2d397d	7973223	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_perdikensis_GCF_004769575)	COMPLETED	0	2025-11-26 11:12:21.719	5m 44s	1m 5s	990.7%	192 MB	2.7 GB	169.1 MB	69.1 MB
202	b9/c76fc9	7973222	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_barantonii_GCF_002811925)	COMPLETED	0	2025-11-26 11:12:21.650	5m 44s	1m 20s	1024.2%	190.7 MB	2.7 GB	176.7 MB	75.8 MB
204	72/c03495	7973226	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_wolffii_GCF_000306115)	COMPLETED	0	2025-11-26 11:12:21.910	5m 44s	1m 3s	971.7%	195.7 MB	2.7 GB	176.9 MB	73.3 MB
206	f9/6b35ec	7973224	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_montravelensis_GCF_004769455)	COMPLETED	0	2025-11-26 11:12:21.782	5m 44s	1m 8s	993.2%	192.9 MB	2.7 GB	170.7 MB	69.7 MB
207	e5/74a725	7973225	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_mayottensis_GCF_000306675_Leptospira_broomii_GCF_000243715)	COMPLETED	0	2025-11-26 11:12:21.848	5m 44s	1m 4s	972.4%	195 MB	2.7 GB	176.8 MB	73.4 MB
